ID_REGISTRO, OPERADOR, SONDA, TECN, AMBITO, CLASE, PLAN, VEL_CONT_B, VEL_CONT_S, CAT, LAT, VB, VS, JIT, PP, FECHA
16, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.196, 4.10760739081440, .47958369473928, .3146, 0, 2022-04-01 17:00:01
17, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.102, 4.10763810370520, .47956527585496, .8115, 0, 2022-04-01 17:20:01
18, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.452, 4.14908856620272, .47925352658624, .5092, 0, 2022-04-01 17:40:01
19, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.446, 4.10788580496952, .47972934903672, .3709, 0, 2022-04-01 18:00:01
20, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.522, 4.10819286826416, .47964381284256, .5278, 0, 2022-04-01 18:20:01
21, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.517, 4.10756375983280, .47939286832256, .3651, 0, 2022-04-01 18:40:01
22, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.611, 4.10786550238768, .47931818951984, .2860, 0, 2022-04-01 19:00:01
23, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.491, 4.10782779868272, .47838376721408, .3934, 0, 2022-04-01 19:20:01
24, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.220, 4.10804124243960, .47837724331872, .3021, 0, 2022-04-01 19:40:01
25, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.468, 4.10765220816688, .47963663281936, .3195, 0, 2022-04-01 20:00:01
26, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.515, 4.10802845404848, .47963929318920, .4045, 0, 2022-04-01 20:20:01
27, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.523, 4.10781131995336, .47973660230216, .3355, 0, 2022-04-01 20:40:01
28, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.501, 4.10722977240480, .47964298810504, .3888, 0, 2022-04-01 21:00:01
29, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.498, 4.10771469138248, .47962571134104, .3984, 0, 2022-04-01 21:20:01
30, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.436, 4.10798033164224, .47969124784032, .2723, 0, 2022-04-01 21:40:01
31, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.543, 4.10815186255720, .47970463895360, .3364, 0, 2022-04-01 22:00:02
32, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.208, 4.10739359610536, .47957990521904, .4044, 0, 2022-04-02 12:00:02
33, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.425, 4.10415513555240, .47965628156208, .3109, 0, 2022-04-02 12:20:01
34, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.314, 4.10788369544192, .47970535077616, .4912, 0, 2022-04-02 12:40:01
35, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.350, 4.10787051184816, .47965761365440, .1694, 0, 2022-04-02 13:00:01
36, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.498, 4.10696422980128, .47956004514208, .3657, 0, 2022-04-02 13:20:01
37, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.586, 4.10767369483080, .47969740323584, .4154, 0, 2022-04-02 13:40:01
38, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.473, 4.10779154532560, .47960273847104, .5570, 0, 2022-04-02 14:00:01
39, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.432, 4.10778218558440, .47970306424656, .3088, 0, 2022-04-02 14:20:01
40, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.248, 4.10754517462768, .47963995465776, .4812, 0, 2022-04-02 14:40:01
41, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.757, 4.10785152838856, .47957658109184, .3601, 0, 2022-04-02 15:00:01
42, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.375, 4.10709047339304, .47963174237744, .5128, 0, 2022-04-02 15:20:01
43, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.288, 4.10796437934120, .47961684598456, .5085, 0, 2022-04-02 15:40:02
44, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.679, 4.10369513265152, .47968201627288, .3518, 0, 2022-04-02 16:00:01
45, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.509, 4.10776755316856, .47851415661880, .3206, 0, 2022-04-02 16:20:01
46, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.301, 4.10715504782568, .47974709348264, .2747, 0, 2022-04-02 16:40:01
47, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.446, 4.10783491767072, .47963923520584, .2400, 0, 2022-04-02 17:00:01
48, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.597, 4.10772325995552, .47813238552976, .4527, 0, 2022-04-02 17:20:02
49, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.503, 4.10749113257424, .47964021329424, .2653, 0, 2022-04-02 17:40:02
50, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.212, 4.10755914633792, .47974527387200, .5092, 0, 2022-04-02 18:00:01
51, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.396, 4.10736987174008, .47947362698984, .4611, 0, 2022-04-02 18:20:01
52, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.545, 4.10792627814472, .47972812070424, .3924, 0, 2022-04-02 18:40:01
53, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.439, 4.10778324072968, .47973138989976, .3646, 0, 2022-04-02 19:00:02
54, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.563, 4.10772141440496, .47962398786080, .3998, 0, 2022-04-02 19:20:01
55, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.534, 4.10725823996472, .47945001172488, .3894, 0, 2022-04-02 19:40:01
56, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.358, 4.10732176535560, .47950996045560, .3648, 0, 2022-04-02 20:00:01
57, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.520, 4.10764983542520, .47932428159136, .3722, 0, 2022-04-02 20:20:01
58, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.489, 4.10693418524552, .47947053937392, .3710, 0, 2022-04-02 20:40:01
59, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.342, 4.10756402380984, .47948342084368, .2170, 0, 2022-04-02 21:00:02
60, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 30.355, 4.10808171942952, .47948730267960, .4335, 0, 2022-04-02 21:20:01
61, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.607, 4.10768068183032, .47948107022720, .3419, 0, 2022-04-02 21:40:01
62, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.737, 4.10781936133528, .47945380124520, .3538, 0, 2022-04-02 22:00:01
63, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.647, 4.10770111411192, .47971631574200, .4624, 0, 2022-04-03 12:00:02
64, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.554, 4.10459602453112, .47977654828616, .4357, 0, 2022-04-03 12:20:01
65, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.497, 4.10780604651584, .47973081464344, .2835, 0, 2022-04-03 12:40:01
66, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 30.111, 4.10777638571864, .47842720135728, .4219, 0, 2022-04-03 13:00:01
67, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.396, 4.10784216788440, .47961261548528, .3979, 0, 2022-04-03 13:20:01
68, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.587, 4.10776860755088, .47969994840184, .3064, 0, 2022-04-03 13:40:01
69, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.553, 4.10790900748424, .47973259076648, .3310, 0, 2022-04-03 14:00:02
70, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.578, 4.10784744132192, .47971841535136, .5002, 0, 2022-04-03 14:20:01
71, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.632, 4.10702010290936, .47958908338072, .3508, 0, 2022-04-03 14:40:01
72, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.431, 4.10792904685200, .47967205838712, .4398, 0, 2022-04-03 15:00:01
73, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.558, 4.10775621588824, .47965155591512, .4547, 0, 2022-04-03 15:20:01
74, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.467, 4.10789094641856, .47972060041000, .3717, 0, 2022-04-03 15:40:01
75, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.253, 4.10788883689096, .47976416730472, .2969, 0, 2022-04-03 16:00:01
76, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.493, 4.10808264182328, .47965672711872, .4188, 0, 2022-04-03 16:20:01
77, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.673, 4.10799087928024, .47962611875072, .4384, 0, 2022-04-03 16:40:01
78, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.461, 4.10788119071168, .47973963498648, .4886, 0, 2022-04-03 17:00:01
79, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.299, 4.10774395621408, .47970525922344, .4641, 0, 2022-04-03 17:20:01
80, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.351, 4.10777177146080, .47940557507920, .4283, 0, 2022-04-03 17:40:01
81, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.541, 4.10762307684968, .47966405210048, .3401, 0, 2022-04-03 18:00:01
82, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.536, 4.10806774314160, .47967264585048, .4679, 0, 2022-04-03 18:20:01
83, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.623, 4.10682297232392, .47961602658760, .2435, 0, 2022-04-03 18:40:01
84, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.639, 4.11050503334248, .47988803662888, .4110, 0, 2022-04-03 19:00:01
85, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.523, 4.10766723578536, .47977273282600, .3319, 0, 2022-04-03 19:20:01
86, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.599, 4.10792047751608, .47943926038208, .5114, 0, 2022-04-03 19:40:01
87, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.130, 4.10795159095000, .47969153699432, .7780, 0, 2022-04-03 20:00:01
88, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.947, 4.10738384268736, .47841068219216, .4100, 0, 2022-04-03 20:20:01
89, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.235, 4.10801579688288, .47966694592984, 2.6228, 0, 2022-04-03 20:40:01
90, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.508, 4.10765049460488, .47972700833848, .2477, 0, 2022-04-03 21:00:01
91, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.307, 4.10761332266872, .47968736447848, .5591, 0, 2022-04-03 21:20:01
92, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.237, 4.10803702338440, .47973495664176, .4361, 0, 2022-04-03 21:40:01
93, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.347, 4.10838709815376, .47973516721304, .4471, 0, 2022-04-03 22:00:01
94, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.660, 4.10726707022600, .47969891690768, .4229, 0, 2022-04-04 12:00:01
95, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.182, 4.10461010763056, .47969436292208, .3269, 0, 2022-04-04 12:20:01
96, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.605, 4.10778403189784, .47825104550336, .3934, 0, 2022-04-04 12:40:01
97, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.528, 4.10785943778192, .47844255017328, .7823, 0, 2022-04-04 13:00:01
98, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.533, 4.10772062323672, .47967635221040, .3448, 0, 2022-04-04 13:20:01
99, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.534, 4.10790043814832, .47961953458320, .5318, 0, 2022-04-04 13:40:01
100, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.298, 4.10785877860224, .47967958478488, .3179, 0, 2022-04-04 14:00:01
101, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.321, 4.10815542243272, .47974153241688, .4877, 0, 2022-04-04 14:20:01
102, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.259, 4.10788778250864, .47964508237384, .4496, 0, 2022-04-04 14:40:01
103, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.468, 4.10721909735592, .47974835233272, .3581, 0, 2022-04-04 15:00:01
104, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.410, 4.10779233649384, .47961259030824, .4093, 0, 2022-04-04 15:20:02
105, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.485, 4.10780130103248, .47844014309928, .2260, 0, 2022-04-04 15:40:01
106, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.209, 4.10780604651584, .47974015836296, .4714, 0, 2022-04-04 16:00:01
107, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.162, 4.10736196387256, .47965625485920, .3535, 0, 2022-04-04 16:20:01
108, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.387, 4.10734127142864, .47952544354888, .4209, 0, 2022-04-04 16:40:01
109, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.381, 4.10887519172256, .47967455853968, .2929, 0, 2022-04-04 17:00:01
110, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.505, 4.10726838782240, .47938199033184, .4550, 0, 2022-04-04 17:20:01
111, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.432, 4.10775542548296, .47969259748024, .2787, 0, 2022-04-04 17:40:01
112, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.494, 4.10796002829744, .47975483808104, .5124, 0, 2022-04-04 18:00:01
113, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.429, 4.10781659339088, .47959397153376, .3309, 0, 2022-04-04 18:20:01
114, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 30.224, 4.10671571753224, .47966499051600, .3548, 0, 2022-04-04 18:40:01
115, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.436, 4.10801948874688, .47970763577984, .3154, 0, 2022-04-04 19:00:01
116, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.415, 4.10741152136792, .47835400418296, .3497, 0, 2022-04-04 19:20:01
117, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.420, 4.10785310996208, .47965988721400, .4427, 0, 2022-04-04 19:40:01
118, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.500, 4.10623959677240, .47844623211904, .3655, 0, 2022-04-04 20:00:01
119, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.505, 4.10783135779528, .47956585034840, .4342, 0, 2022-04-04 20:20:02
120, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.394, 4.10429226171256, .47964341077344, .5713, 0, 2022-04-04 20:40:01
121, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.444, 4.10805126288640, .47967277555016, .3984, 0, 2022-04-04 21:00:01
122, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.400, 4.10794855826568, .47967167844328, .3224, 0, 2022-04-04 21:20:01
123, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.358, 4.10799707511152, .47972438687848, .3264, 0, 2022-04-04 21:40:01
124, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.377, 4.10784335501824, .47972729367784, .2347, 0, 2022-04-04 22:00:02
125, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.248, 4.10712210181112, .47952882413360, .2930, 0, 2022-04-05 12:00:01
126, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.174, 4.10802080710624, .47966824750456, .4497, 0, 2022-04-05 12:20:01
127, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.703, 4.10752790701896, .47969617871800, .3675, 0, 2022-04-05 12:40:01
128, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.281, 4.10776069815752, .47946821011976, .4972, 0, 2022-04-05 13:00:01
129, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.347, 4.10865572684744, .47985002164464, .4430, 0, 2022-04-05 13:20:02
130, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.224, 4.10771324179752, .47952844724152, .3446, 0, 2022-04-05 13:40:01
131, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.528, 4.10748085120216, .47953191403840, .3469, 0, 2022-04-05 14:00:01
132, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 30.194, 4.10764034522128, .47836368817344, .3935, 0, 2022-04-05 14:20:02
133, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.494, 4.10723768027224, .47927876767520, .2572, 0, 2022-04-05 14:40:01
134, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.173, 4.10775502951736, .47971347684432, .3445, 0, 2022-04-05 15:00:01
135, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.176, 4.10813208487768, .47961812695992, .3218, 0, 2022-04-05 15:20:01
136, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.376, 4.10770955069640, .47966303128744, .4689, 0, 2022-04-05 15:40:01
137, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.378, 4.10761595862456, .47972297009992, .4708, 0, 2022-04-05 16:00:01
138, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.505, 4.09381424577344, .47977305249760, .5013, 0, 2022-04-05 16:20:01
139, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 30.362, 4.10773565161816, .47956063489424, .4121, 0, 2022-04-05 16:40:01
140, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.320, 4.10788778250864, .47974586591304, .4521, 0, 2022-04-05 17:00:01
141, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.485, 4.10817361777576, .47969664029640, .3229, 0, 2022-04-05 17:20:01
142, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.101, 4.10766117194256, .47966334027792, .3524, 0, 2022-04-05 17:40:02
143, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.364, 4.10769004080864, .47967663068328, .4585, 0, 2022-04-05 18:00:01
144, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.478, 4.10038526249128, .47975344495360, .3195, 0, 2022-04-05 18:20:01
145, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.394, 4.10788896887944, .47972205609848, .4787, 0, 2022-04-05 18:40:01
146, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.456, 4.10780565131320, .47975825681272, .6413, 0, 2022-04-05 19:00:01
147, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.280, 4.10784941886096, .47969797467752, .2410, 0, 2022-04-05 19:20:01
148, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.646, 4.10783953192856, .47975182981072, .3726, 0, 2022-04-05 19:40:01
149, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.387, 4.10788501380128, .47974992780272, .3910, 0, 2022-04-05 20:00:01
150, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.201, 4.10778745902192, .47965047559280, .2515, 0, 2022-04-05 20:20:01
151, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.251, 4.10790597556288, .47957610806936, .4987, 0, 2022-04-05 20:40:01
152, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.324, 4.10766169913376, .47968539609464, .4230, 0, 2022-04-05 21:00:01
153, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.271, 4.10772576468576, .47942962216792, .2457, 0, 2022-04-05 21:20:01
154, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.409, 4.10639833548152, .47944710034792, .3235, 0, 2022-04-05 21:40:01
155, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.470, 4.09436174638584, .47958255185600, .4358, 0, 2022-04-05 22:00:01
156, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 30.446, 4.10785601065792, .47971095304056, .3577, 0, 2022-04-06 12:00:01
157, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.568, 4.10439807302280, .47957744550224, .5115, 0, 2022-04-06 12:20:01
158, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.424, 4.10774382498856, .47969211225072, .2760, 0, 2022-04-06 12:40:01
159, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.274, 4.10792324622336, .47963377713696, .3043, 0, 2022-04-06 13:00:01
160, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.740, 4.10777203543784, .47847827862800, .3252, 0, 2022-04-06 13:20:01
161, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.519, 4.10770638678648, .47843826321648, .4749, 0, 2022-04-06 13:40:01
162, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.400, 4.10715689337624, .47962513455880, .3801, 0, 2022-04-06 14:00:01
163, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.410, 4.10783781760360, .47953349332312, .3937, 0, 2022-04-06 14:20:01
164, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.355, 4.10789701026136, .47973291272696, .3046, 0, 2022-04-06 14:40:01
165, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.464, 4.10779233649384, .47974430875360, .6508, 0, 2022-04-06 15:00:01
166, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.138, 4.10775252478712, .47956800488944, .3327, 0, 2022-04-06 15:20:01
167, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.294, 4.10770823233704, .47974190778312, .4334, 0, 2022-04-06 15:40:01
168, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.475, 4.10789411032848, .47966592511680, .4073, 0, 2022-04-06 16:00:01
169, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.324, 4.10808646567584, .47968585843600, .2720, 0, 2022-04-06 16:20:01
170, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.188, 4.10786352484864, .47975189466064, .3634, 0, 2022-04-06 16:40:01
171, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.624, 4.10776702597736, .47967907056368, .3078, 0, 2022-04-06 17:00:01
172, COTES, 100001, ADSL, 1, 2, D-Extra 5, 5, 1, 1, 29.455, 4.10805020774112, .47967150830776, .5961, 0, 2022-04-06 17:20:01
